,addr,loc,d_hub
4783, mandi new delhi delhi 110047 ,"[28.441332426692245,77.13335883703047]",POWERGRID
4784,uer ii bharthal new delhi delhi 110037 ,"[28.54912817422346,77.0674107754542]",POWERGRID
4785, 122102 ,"[28.328711320529063,77.0922863803303]",POWERGRID
4786,imt rd sector 91 gurugram  122051 ,"[28.401747697289938,76.92274080553875]",POWERGRID
4787, dera village dera mandi new delhi delhi 110047 ,"[28.44444526917045,77.15281869836383]",POWERGRID
4788, aklimpur  122103 ,"[28.36043786882225,77.03896266292746]",POWERGRID
4789,mohammadpur gujar  122102 ,"[28.273685995868664,77.04707957458574]",POWERGRID
4790, 122102 ,"[28.266947443352148,77.04347329014746]",POWERGRID
4791,215 sector 4 imt manesar gurugram  ,"[28.369938239531486,76.90460100875224]",POWERGRID
4792,l-30/1 l-30 heritage city sector 25 gurugram  122022 ,"[28.48036250442345,77.07776552961344]",POWERGRID
4793,damdama lake rd damdma  122102 ,"[28.312667417947004,77.11372205290236]",POWERGRID
4794, chuharpur  122102 ,"[28.251582776264254,77.1406893878736]",POWERGRID
4795, somesh vihar chhawla delhi 110071 ,"[28.55679861373574,77.01623052540673]",POWERGRID
4796, ammunition depot area gurugram  122015 ,"[28.492520901587948,77.04954270993403]",POWERGRID
4797,gurjar vijay singh pathik marg garhi bazidpur  122102 ,"[28.306028081320207,77.09138114053613]",POWERGRID
4798, bhora kalan  122413 ,"[28.303165342410793,76.86802765735898]",POWERGRID
4799,856 tauru  122015 ,"[28.251835875452713,76.95596746580134]",POWERGRID
4800,summer sprint 2  122005 ,"[28.393302897807683,77.17012175801402]",POWERGRID
4801,440 udyog vihar industrial area phase vi sector 37 gurugram  122004 ,"[28.439483405733295,76.9976879064456]",POWERGRID
4802,lane number u 52 49 dlf phase 3 sector 24 gurugram delhi 122010 ,"[28.51085358945238,77.11186132263026]",POWERGRID
4803,gurjar samrat jaipal khatana marg berka  122102 ,"[28.29631714100358,77.09301341727955]",POWERGRID
4804,33/3 delhi - jaipur expy hans enclave sector 33 gurugram  122001 ,"[28.446551496925608,77.0267086111466]",POWERGRID
4805,kherki-hasanpur kherki  122015 ,"[28.29294181062164,76.93511514691004]",POWERGRID
4806,pataudi rd gurugram  122004 ,"[28.426195705005757,76.94197115425092]",POWERGRID
4807,sh28 chehalka  122103 ,"[28.257393341568743,77.02048661853591]",POWERGRID
4808,114 sector 46 south city ii sector 49 gurugram  122018 ,"[28.416939114882634,77.04813153616672]",POWERGRID
4809,padheni  ,"[28.226500082199088,76.99555673186406]",POWERGRID
4810,  122413 ,"[28.32145095516252,76.86640744895371]",POWERGRID
4811,vodafone mobile service limited paras trade center gwal pahadi faridabad rd gurugram ,"[28.46137699847957,77.11599773712089]",POWERGRID
4812,crb marg asola new delhi delhi 110074 ,"[28.439751898006712,77.2060426178033]",POWERGRID
4813,65 block x new roshanpura najafgarh delhi 110043 ,"[28.598628784322646,77.00435579343471]",POWERGRID
4814,gangani  122102 ,"[28.320736005486374,77.00170841824844]",POWERGRID
4815,dhoolsiras firni rd sector 29 dwarka dwarka delhi 110061 ,"[28.556126627874757,77.02542277334364]",POWERGRID
4816, udaka  122103 ,"[28.222418120050175,77.1155400619003]",POWERGRID
4817, gurugram  122052 ,"[28.354344151088227,76.95667772964458]",POWERGRID
4818, 122102 ,"[28.250960974291488,77.11774578385439]",POWERGRID
4819, 122102 ,"[28.347126860574033,77.1332257554775]",POWERGRID
4820, imt manesar gurugram  122505 ,"[28.401464184948395,76.8880673519197]",POWERGRID
4821,47 phase i dundahera village sector 20 gurugram  122008 ,"[28.51400181633472,77.07975157316326]",POWERGRID
4822,nh919 sehsaula  122103 ,"[28.225742576451143,77.01641369745997]",POWERGRID
4823, pocket 7 sector d vasant kunj new delhi delhi 110070 ,"[28.528748929526092,77.14608733129701]",POWERGRID
4824,1686 maruti kunj rd bhondsi gurugram  122102 ,"[28.360433053481366,77.07845894457472]",POWERGRID
4825,new ansal villas sat bari new delhi delhi 110074 ,"[28.482492441283437,77.1961259555749]",POWERGRID
4826,maindla  122103 ,"[28.221207574383435,77.021673099318]",POWERGRID
4827,sadhika farm park lane mall road behind sector d-iii vasant kunj new delhi delhi 110070 ,"[28.510985214154704,77.14622968310476]",POWERGRID
4828, sector 93 gurugram  122051 ,"[28.4162303003458,76.92675252526772]",POWERGRID
4829,near artimis hospatil  122413 ,"[28.295385805711522,76.87973219900391]",POWERGRID
4830,f-13 mayfield gardens to south city - 2 rd nirvana country sector 50 gurugram  122001 ,"[28.416854303147716,77.05437202934932]",POWERGRID
4831,baluda rd harinagar baluda  122102 ,"[28.249651377167687,77.071661477686]",POWERGRID
4832,madina masid silakhri rd dhauj  121005 ,"[28.345001675974657,77.19975359332483]",POWERGRID
4833,north dr chhatarpur farms dlf farms new delhi delhi 110074 ,"[28.487502821563204,77.17539397623966]",POWERGRID
4834, sherpur deri delhi 110073 ,"[28.547252758367534,76.92227953913184]",POWERGRID
4835, budhera gurugram  122505 ,"[28.478017321577482,76.90989325839074]",POWERGRID
4836, block a pochanpur colony dwarka new delhi delhi 110075 ,"[28.560959967207,77.05084180642073]",POWERGRID
4837, sultanpur  122505 ,"[28.46364774635807,76.84427571710795]",POWERGRID
4838, sector 96 gurugram  122051 ,"[28.395172729274822,76.8725863291656]",POWERGRID
4839,248 sector 23 dwarka new delhi delhi 110075 ,"[28.562075155597086,77.05471369912193]",POWERGRID
4840, 122102 ,"[28.298498147296314,77.15853461481736]",POWERGRID
4841, 121004 ,"[28.374562491628712,77.16970972657565]",POWERGRID
4842, sector 91 gurugram  122505 ,"[28.40476794597862,76.92273468892827]",POWERGRID
4843, binjopur  121005 ,"[28.30609864192279,77.20475337583237]",POWERGRID
4844,g-71 south city ii sector 105 gurugram  122018 ,"[28.41571844488483,77.05767790451976]",POWERGRID
4845,summer sprint  121005 ,"[28.36868685554487,77.1866589574361]",POWERGRID
4846,car hire delhi igi airport todar mal ln near igi airport d block samalka new delhi delhi 110037 ,"[28.530828335694398,77.09836292646408]",POWERGRID
4847,mdr 133 kherli lala  122102 ,"[28.301851799224348,77.1654189336143]",POWERGRID
4848,112 old bypass road sector 14 gurugram  122001 ,"[28.480085518912258,77.04966550521894]",POWERGRID
4849, alipur  122103 ,"[28.31025127307402,77.05666126937507]",POWERGRID
4850,  122103 ,"[28.223065826362586,77.09440462930073]",POWERGRID
4851, bamrauli  122103 ,"[28.2717801114549,76.97641996087197]",POWERGRID
4852,h no 68 jharsa saini pura sector 39 gurugram  122022 ,"[28.444562798783654,77.05414682521908]",POWERGRID
4853,vill- pathredi mdr132  122015 ,"[28.271220442963457,76.88770868932086]",POWERGRID
4854,indira gandhi international airport (del) new delhi delhi 110037 ,"[28.54781868998185,77.0869482975892]",POWERGRID
4855, khaintawas  122505 ,"[28.442931639497548,76.876406119301]",POWERGRID
4856, arjan garh aya nagar new delhi delhi 110047 ,"[28.484305376966695,77.12090353144207]",POWERGRID
4857,farukhnagar road sector 89a gurugram  122004 ,"[28.415171991115194,76.95114798780487]",POWERGRID
4858,western peripheral expy sonika  122015 ,"[28.24900072567591,76.96089574447086]",POWERGRID
4859, gurugram  122505 ,"[28.399331533447423,76.9340547422948]",POWERGRID
4860,3978/31 ward 30 block a rajendra park sector 105 gurugram  122006 ,"[28.49343240246158,77.00934706428477]",POWERGRID
4861,summer sprint gothda mohbtabad  121005 ,"[28.39119716691444,77.21024467648434]",POWERGRID
4862, mangar  121004 ,"[28.38310595099801,77.16636507130798]",POWERGRID
4863,sondh  122102 ,"[28.243300511309602,77.01318608514806]",POWERGRID
4864,mdr 133  122102 ,"[28.28207582728719,77.1536830144953]",POWERGRID
4865, power supply colony gurugram  122051 ,"[28.358998817033417,76.93704754850452]",POWERGRID
4866, asola new delhi delhi 110074 ,"[28.44171944424692,77.19947784796237]",POWERGRID
4867, paprawat delhi 110043 ,"[28.587125958571594,76.98392766294738]",POWERGRID
4868,manger  110074 ,"[28.408210794725232,77.19204562907194]",POWERGRID
4869,713 sector 30 m wide main rd pwo appartments sector 29 gurugram  122009 ,"[28.459059213959442,77.07439776939805]",POWERGRID
4870,615/31 block d rajendra park sector 105 gurugram  122006 ,"[28.495107677864826,77.00205134928484]",POWERGRID
4871, block b sector 53 gurugram  122011 ,"[28.431294308809274,77.10373357410548]",POWERGRID
4872,farukh nagar - wazirpur rd dhanawas sector h7 gurugram  122505 ,"[28.42416279468231,76.89199070757816]",POWERGRID
4873, kadarpur  122005 ,"[28.378115982447174,77.1007217244412]",POWERGRID
4874,pataudi rd gurugram  122051 ,"[28.395986938643997,76.87000426147767]",POWERGRID
4875,nimot  122102 ,"[28.27459178743316,77.15236242073658]",POWERGRID
4876,ssn marg bhatti kalan new delhi delhi 110074 ,"[28.43193415654385,77.21288717899724]",POWERGRID
4877,sehravan dhani rd sairawan ki dhani gurugram  122051 ,"[28.328367545235665,76.90662364913948]",POWERGRID
4878,vijay singh marg anand gram rajokri new delhi delhi 110038 ,"[28.508207830348724,77.12176874682433]",POWERGRID
4879,gandhi more harsaru gurugram  122004 ,"[28.426013293351748,76.9499807944026]",POWERGRID
4880, daya vihar budhera gurugram  122006 ,"[28.475886429607055,76.93903817581857]",POWERGRID
4881,damdama lake  122102 ,"[28.314226907856025,77.13013063224165]",POWERGRID
4882, tughlapur garhi harsaru gurugram  122505 ,"[28.45818321071187,76.93812241635159]",POWERGRID
4883,gfb great foods pvt. ltd. plot no. 57 sector 5 imt manesar gurugram  122050 ,"[28.367020130996487,76.9275899960409]",POWERGRID
4884,no-29 d. i. g. farm junapur village new delhi delhi 110047 ,"[28.470559995977734,77.14459252559287]",POWERGRID
4885,godrej 106 dwarka expy babupur village gurugram  122002 ,"[28.509543290649617,76.99143549539853]",POWERGRID
4886,kadarpur  122102 ,"[28.376341161437598,77.11471128786809]",POWERGRID
4887,summer sprint 2  122005 ,"[28.4028103042148,77.16883093235838]",POWERGRID
4888, gangani  122102 ,"[28.30133072002912,77.00218030836646]",POWERGRID
4889,dwarka expy sector 88 gurugram  122505 ,"[28.438132379833064,76.962635618162]",POWERGRID
4890, sector 33 gurugram  122018 ,"[28.44088407611189,77.02583301800259]",POWERGRID
4891, sultanpur  122505 ,"[28.4681588692994,76.84844511717738]",POWERGRID
4892,aya nagar terminal aya nagar new delhi delhi 110047 ,"[28.47700424485578,77.13005514853256]",POWERGRID
4893,sultanpur kaliawas halt sultanpur gurugram  122505 ,"[28.459915771611705,76.86971751478967]",POWERGRID
4894,ballabgarh-sohna road faridabad alampur  121004 ,"[28.325750822869605,77.18663422486095]",POWERGRID
4895,  122015 ,"[28.25927215248406,76.92863231987921]",POWERGRID
4896, fazilpur badli  122506 ,"[28.40605446409749,76.84065565701411]",POWERGRID
4897,hayatpur hayatpur sector 93 gurugram  122505 ,"[28.417111429339037,76.93224207373686]",POWERGRID
4898,  122102 ,"[28.287624917427905,77.18446243604559]",POWERGRID
4899, 122505 ,"[28.490227656875554,76.91323049891402]",POWERGRID
4900, wazirpur sector 95b gurugram  122505 ,"[28.42734317783769,76.91525894626085]",POWERGRID
4901,western peripheral expy goela  122103 ,"[28.234725087426288,76.97541235667119]",POWERGRID
4902,nh919 sohna  122103 ,"[28.24224857867678,77.05383207383204]",POWERGRID
4903,dwaraka expressway gurugram  122006 ,"[28.47433640778268,76.97913383998439]",POWERGRID
4904,langra  122413 ,"[28.293215469985313,76.90937029359002]",POWERGRID
4905, garat pur bas  122103 ,"[28.33521710052126,77.02313966938027]",POWERGRID
4906,35 link road rajpur bhatti kalan new delhi delhi 110074 ,"[28.43716024430157,77.19655981288194]",POWERGRID
4907,252 sadar bazar rd prem nagar sector 11 gurugram  122001 ,"[28.456775852657124,77.02794114206678]",POWERGRID
4908,254/2 vikram vihar shankar vihar new delhi delhi 110010 ,"[28.570616354480386,77.1396277546673]",POWERGRID
4909, new colony garhi harsaru gurugram  122505 ,"[28.438374643528466,76.92719071215029]",POWERGRID
4910, new 110074 dera village dera mandi new delhi delhi 110074 ,"[28.44161050867167,77.17688535515431]",POWERGRID
4911, shikarpur gurugram  110043 ,"[28.504415851933608,76.94833246311424]",POWERGRID
4912,bsnl microwave tower microwave station bsnl dera mandi link road link road dera village dera mandi new delhi delhi 110030 ,"[28.420375540443384,77.18943025600001]",POWERGRID
4913,6-b block 1 cpwd colony c.g.h.s complex vasant vihar new delhi delhi 110057 ,"[28.552508551707298,77.16368858205219]",POWERGRID
4914, gurugram  122101 ,"[28.339047499129247,76.95428825240819]",POWERGRID
4915,kaliawas - sultanpur road kaliawas gurugram  122006 ,"[28.478104875001254,76.88718860058424]",POWERGRID
4916,564 udyog vihar industrial area phase vi sector 37 gurugram  122004 ,"[28.434620026613917,76.99659524400349]",POWERGRID
4917, somesh vihar chhawla delhi 110071 ,"[28.558623614280794,77.00826179321324]",POWERGRID
4918, gurugram  122051 ,"[28.35981262260067,76.91802387366829]",POWERGRID
4919,western peripheral expy sehsaula  122103 ,"[28.20768026000179,77.04230053783698]",POWERGRID
4920, kherki  122015 ,"[28.29994460818998,76.94747934485444]",POWERGRID
4921,1429-e block h sector 57 gurugram  122003 ,"[28.428288996343937,77.07834834941886]",POWERGRID
4922,damdama lake  122102 ,"[28.333390157030486,77.14120747903215]",POWERGRID
4923, taorurural  122015 ,"[28.22463938053468,76.95854783626713]",POWERGRID
4924,mall back entry road vasant kunj ii vasant kunj new delhi delhi 110070 ,"[28.547173866048357,77.15503871987447]",POWERGRID
4925, sayyad mohamadpur  122505 ,"[28.444464086310354,76.86952584369139]",POWERGRID
4926,13 malibu towne malibu town sector 47 gurugram  122018 ,"[28.421305461613628,77.04449650911104]",POWERGRID
4927,somnath temple rd harchandpur  122102 ,"[28.269073524194063,77.13818477129617]",POWERGRID
4928,kendriya vihar main gate sector 56 gurugram  122022 ,"[28.42886171252856,77.09145695225547]",POWERGRID
4929, kaliawas gurugram  122006 ,"[28.473744898913477,76.89347536858575]",POWERGRID
4930,b-33 ambedkar colony chhatarpur new delhi new delhi delhi 110074 ,"[28.426996814786104,77.20796430506726]",POWERGRID
4931,lakhuwas  ,"[28.228556639803987,77.10479665377879]",POWERGRID
4932,nh919 sohna  122103 ,"[28.236580526207906,77.04282119965013]",POWERGRID
4933,  122503 ,"[28.35085698191491,76.85279694934547]",POWERGRID
4934,lal dora road chhawla delhi 110071 ,"[28.55786607377943,77.0020617759329]",POWERGRID
4935,jafrabad  122102 ,"[28.27255352929519,76.98770432074852]",POWERGRID
4936, abhepur  122102 ,"[28.29620450827568,77.10506337562005]",POWERGRID
4937, sadhrana bamripur gurugram  122505 ,"[28.45892358544858,76.91295636436394]",POWERGRID
4938, badusarai delhi 110071 ,"[28.526368753616932,76.97295225560727]",POWERGRID
4939,f10/15 f 10 marg n air lines & air  estate vasant vihar new delhi delhi 110057 ,"[28.55953356387741,77.15629077431876]",POWERGRID
4940,alampur  121004 ,"[28.323249167453067,77.19377199242547]",POWERGRID
4941,house no. 209 jai hind market a-46 chakkarpur sector 28 gurugram  122002 ,"[28.47359231266538,77.08855003678579]",POWERGRID
4942,sector 89a kalaan farms garhi-harsaru gurugram  122505 ,"[28.435833496677954,76.94172750743023]",POWERGRID
4943,  122503 ,"[28.372804405405347,76.85277415529106]",POWERGRID
4944, gurugram  122051 ,"[28.333291831134222,76.95515382738334]",POWERGRID
4945,sohna rd medicity islampur colony sector 38 gurugram  122018 ,"[28.4425963124594,77.03528454959314]",POWERGRID
4946, bissar akbarpur  122015 ,"[28.29827845615484,76.97355910659223]",POWERGRID
4947, khori jamalpur  ,"[28.29653876770757,77.18935448118411]",POWERGRID
4948,33 sirohi khori jamalpur  121004 ,"[28.311739094992923,77.17900195011573]",POWERGRID
4949, 122015 ,"[28.242512284780357,76.92834745724073]",POWERGRID
4950,333/18 civil line rd civil lines gurugram  122001 ,"[28.448261799357486,77.03339567627353]",POWERGRID
4951,5 sub.major laxmi chand road maruti udyog sector 18 gurugram  122008 ,"[28.492618747344487,77.06621185610463]",POWERGRID
4952, pind wala khurd village delhi 110043 ,"[28.56456400799469,76.95640587724137]",POWERGRID
4953, ghalibpur delhi 110073 ,"[28.52720943324552,76.87760514476187]",POWERGRID
4954,sec 83strt 16 gurugram ,"[28.400439150879134,76.96455956003206]",POWERGRID
4955,new colony road mahendwara  122102 ,"[28.328362748025256,77.0855135616666]",POWERGRID
4956, mohammadpur ahir  122015 ,"[28.28275925836161,76.96414396563318]",POWERGRID
4957, 122413 ,"[28.28040227329721,76.90472436675043]",POWERGRID
4958,p-84/c shankar vihar gate no 6 opp army public school shankar vihar new delhi delhi 110010 ,"[28.56226358299339,77.14006407260588]",POWERGRID
4959, gangani  122102 ,"[28.301206142231756,77.01023507671584]",POWERGRID
4960, 122102 ,"[28.239097723786074,77.00660163326968]",POWERGRID
4961,chaupal rd shikohpur sector 78 gurugram  122101 ,"[28.36558122306272,76.98537792194527]",POWERGRID
4962, kherki majra dhankot gurugram  122006 ,"[28.49636381004999,76.96442909342095]",POWERGRID
4963,imt rd sector 14 imt manesar gurugram  122051 ,"[28.386032421014917,76.90354331746194]",POWERGRID
4964,7413 sector b pocket 10 vasant kunj new delhi delhi 110070 ,"[28.532356493740206,77.15409806997464]",POWERGRID
4965, 122102 ,"[28.30718283593923,77.13195075902063]",POWERGRID
4966, sector 36b  122004 ,"[28.428636535626367,76.96983126047142]",POWERGRID
4967, alipur  122103 ,"[28.299997188381706,77.06126755180183]",POWERGRID
4968, 121004 ,"[28.356533934455506,77.16352823396319]",POWERGRID
4969, gothda mohbtabad  121004 ,"[28.390256244839186,77.22788004030448]",POWERGRID
4970, garat pur bas  122103 ,"[28.333598221548716,76.99323559665667]",POWERGRID
4971,31 daulatabad main rd laxman vihar industrial area sector 3a gurgaon rural  122001 daulatabad main road laxman vihar industrial area sector 3a gurugram rural gurugram  122001 ,"[28.48583580769488,77.01002472386511]",POWERGRID
4972,75 pine dr malibu town sector 47 gurugram  122018 ,"[28.422859952832912,77.04849587562376]",POWERGRID
4973,226 kaushik kutir 1 kalwari-para rd para  122413 ,"[28.284435011191395,76.92451118831606]",POWERGRID
4974, sehsaula  122103 ,"[28.223673343851768,77.03314140233947]",POWERGRID
